id,timestamp,bbox,conf,embedding
1,02:57.2,"[393, 236, 639, 479]",0.947,"[2.0947072505950928, -0.8571168184280396, 2.2387547492980957, 1.6713871955871582, 1.2214027643203735, -2.544776678085327, 0.9220611453056335, -2.9986987113952637, -3.6845715045928955, 2.8230059146881104, -2.5491292476654053, 1.6891493797302246, -1.891930341720581, -1.2047563791275024, -3.625671625137329, -3.575371026992798, -1.808003306388855, -3.3146862983703613, 0.4671485424041748, -0.30741068720817566, 0.739953875541687, 2.18316912651062, 1.7524118423461914, 2.4881062507629395, -0.6076058149337769, -1.2035540342330933, -1.7020918130874634, 3.2310633659362793, 1.6148508787155151, 1.2011233568191528, -2.3528642654418945, -1.1500827074050903, -2.13885498046875, 0.9935409426689148, -1.015562891960144, 1.1407204866409302, 4.354653358459473, 0.82796311378479, -0.9299071431159973, 5.823042869567871, 0.8963043689727783, -3.048818349838257, -0.7579190731048584, 1.3107969760894775, -0.3966391086578369, 0.296396404504776, -0.20847904682159424, -1.4761685132980347, -0.2676229774951935, -0.8336857557296753, -0.418853223323822, -2.1472878456115723, -2.917231321334839, -1.97361159324646, 0.3655461072921753, 2.973388195037842, -0.9106419086456299, -1.3763720989227295, -0.019531577825546265, 1.8385999202728271, -1.519818902015686, 2.0456109046936035, 2.265029191970825, -0.11222425103187561, 2.4775824546813965, 0.6721458435058594, -1.66819429397583, -3.3697056770324707, -2.669111967086792, -0.5558273792266846, 0.6589168310165405, 0.045902252197265625, 0.919975221157074, -1.5336799621582031, 0.49294084310531616, -0.1423931121826172, 1.3276394605636597, 2.839043140411377, 2.4291903972625732, -2.3634722232818604, -0.3776041865348816, 0.01296493411064148, -0.8898724913597107, -1.7252390384674072, 0.9565252065658569, 2.5813560485839844, 1.4375616312026978, 0.176958829164505, 0.048220038414001465, 0.3342133164405823, 1.7726917266845703, -0.6711406707763672, 0.6195094585418701, 0.8520283699035645, -2.311187267303467, 2.684593439102173, -0.5567083954811096, 2.1282267570495605, 3.3399534225463867, -1.3019275665283203, -2.879894971847534, -4.400787353515625, -3.3222973346710205, 1.0436465740203857, -2.8021202087402344, -0.10381138324737549, -0.037982821464538574, 1.2507374286651611, -2.1494526863098145, -0.9650370478630066, -0.2552531957626343, 2.1563735008239746, 1.0726927518844604, -2.2065515518188477, 2.4423630237579346, 2.628286838531494, -3.090254783630371, 0.351299911737442, -3.5750319957733154, -0.35728776454925537, -2.179313898086548, 0.6637818217277527, -0.5342848896980286, -1.477083683013916, -4.565794944763184, 1.4461718797683716, 1.548033356666565, -0.5677750706672668, -0.3392258882522583, -0.7265214323997498, 0.2616052031517029, -1.587816834449768, -0.6326987743377686, -1.3976173400878906, 1.0800087451934814, -1.3356332778930664, -0.39174968004226685, 2.271512985229492, -0.47842228412628174, -0.36042520403862, 0.12907186150550842, 1.4125175476074219, 0.5794817209243774, 0.874449610710144, -0.8969963788986206, 1.0609455108642578, -2.4807090759277344, -2.598475456237793, -1.5314923524856567, 1.0927884578704834, 0.08306556940078735, 0.6037116050720215, -0.6141812801361084, 0.9083693027496338, -1.0024049282073975, -2.1887781620025635, 0.5678716897964478, -1.355844259262085, -0.0355381965637207, 0.6889321804046631, 4.2954277992248535, -2.1146392822265625, -0.6248169541358948, -2.4999732971191406, 2.4081430435180664, 0.6663894653320312, -1.2623870372772217, -2.281986951828003, -1.6829280853271484, 0.23020422458648682, 3.413997173309326, 2.395076274871826, -0.081784188747406, 2.2629446983337402, -2.1779065132141113, 2.8241238594055176, -0.21367976069450378, 0.855238676071167, -2.263589859008789, -3.9510245323181152, 1.7556191682815552, 1.1228182315826416, 1.0821857452392578, 1.7829151153564453, -0.2890821397304535, -1.5516891479492188, 4.040545463562012, 1.244058609008789, -1.2272670269012451, 0.46930867433547974, 0.02453160285949707, -2.2443556785583496, -1.2718229293823242, -1.0009007453918457, 1.0471916198730469, -0.2927059531211853, 1.7743197679519653, -0.4581659436225891, -1.970656156539917, -1.6403898000717163, -0.4599842429161072, -3.326988697052002, 2.8719654083251953, -0.6651883125305176, 4.210869312286377, -0.7469781041145325, -0.3777961730957031, -0.7678061127662659, 1.5945360660552979, -2.2068257331848145, 0.06893515586853027, -1.3080281019210815, -1.1361371278762817, -3.632660388946533, -3.6702041625976562, 3.5007266998291016, -0.1635933816432953, -1.2094390392303467, 0.4699132442474365, -1.7255547046661377, -3.393465518951416, -0.42420560121536255, -0.7116076946258545, 0.2735230624675751, 2.386773109436035, 0.7185327410697937, -1.77461838722229, -2.2367165088653564, -1.7663850784301758, 1.7097485065460205, -0.8593394756317139, 1.764169454574585, -0.25252652168273926, -3.203127145767212, 3.1769700050354004, -0.02221083641052246, 0.5209625959396362, -0.8009406328201294, 1.311923861503601, 1.1036031246185303, 1.6548749208450317, -1.1354904174804688, -1.8099085092544556, -4.4320902824401855, 1.9395946264266968, 0.08027732372283936, -2.107469320297241, -0.4759998321533203, 0.5402878522872925, 1.4408526420593262, -0.3969811201095581, 4.1570024490356445, 1.7834950685501099, 0.5479905605316162, 0.11482381820678711, 1.8058226108551025, 1.996999979019165, 3.569695472717285, 0.14925670623779297, 2.4934139251708984, 5.393317222595215, 2.3260064125061035, -1.1669341325759888, 0.8146469593048096, -0.645484983921051, 0.016774386167526245, 3.200831413269043, -0.43527698516845703, -0.27064841985702515, -1.3879917860031128, -1.714369297027588, 1.0676653385162354, 3.3218135833740234, -0.2876877784729004, -0.7633463740348816, 2.028339385986328, 1.4634530544281006, 3.1384687423706055, 1.288698434829712, -1.1375302076339722, -1.8121967315673828, -0.3137587308883667, -1.3923826217651367, 1.5020097494125366, -1.0284820795059204, 1.1737234592437744, -0.6176011562347412, 2.872690200805664, 0.42901575565338135, -2.857595443725586, -0.8569344282150269, -4.288614273071289, -0.33049678802490234, -1.7795422077178955, -0.07039105892181396, 1.8198070526123047, -0.25062453746795654, -1.3498222827911377, 0.17804652452468872, -0.5932045578956604, 0.7371212244033813, -1.536552906036377, 0.0855836272239685, -1.8077025413513184, 1.075243353843689, -0.48058146238327026, 4.640138626098633, 0.5247256755828857, 0.9211921095848083, 1.0259742736816406, 0.3861877918243408, -1.9447088241577148, 2.657662868499756, 0.09865713119506836, -0.5722798705101013, -0.12934154272079468, 1.189693570137024, -1.1414774656295776, 2.23355770111084, -1.7207063436508179, 2.1832756996154785, -2.4488296508789062, -0.6069270372390747, 1.054897665977478, -3.9359569549560547, -2.8389534950256348, -1.616534948348999, -1.2986466884613037, 0.3033372759819031, 0.4818248450756073, -1.477207899093628, 2.209078788757324, -1.0699347257614136, 2.769092559814453, 1.4293389320373535, 2.296731472015381, -2.2302844524383545, 0.3806968927383423, 0.3552389144897461, -0.20393669605255127, -2.4020566940307617, -0.9613867998123169, 1.093788981437683, -2.4839162826538086, 0.4050476551055908, 0.08958303928375244, 2.558305501937866, 0.3640812039375305, -0.8997610807418823, 0.07218194007873535, -0.476148784160614, -0.011331737041473389, -0.5284963846206665, 0.36720967292785645, -0.7061228156089783, 0.41838696599006653, -0.887179970741272, 1.47041916847229, 0.4764838218688965, -1.1662112474441528, -0.6033868789672852, -1.2085881233215332, -0.29763615131378174, 1.3782236576080322, -3.6913814544677734, -0.9309499263763428, 3.2249696254730225, -0.7619737386703491, -0.3495897054672241, 1.6702375411987305, 0.9867539405822754, -3.0629615783691406, -4.143271446228027, 5.5341057777404785, 1.3383814096450806, 0.5282422304153442, 1.1482875347137451, 2.0985708236694336, -0.9466965198516846, -1.142622709274292, -0.07312905788421631, -0.8492393493652344, 3.4141860008239746, 0.771310031414032, 1.87850821018219, 0.6158298254013062, -1.0465267896652222, -2.025373935699463, 1.6626229286193848, -0.690244734287262, 0.9764747619628906, -2.5661420822143555, 0.11027789115905762, 1.067420482635498, 0.21769821643829346, 0.5482873916625977, -1.8439096212387085, -3.4090771675109863, 1.966867446899414, 3.1102614402770996, -0.6781598925590515, -4.346889495849609, 2.9934639930725098, -0.0760655403137207, 1.57986581325531, -2.2556045055389404, -1.6359831094741821, 1.8090462684631348, 0.7411513924598694, 0.18832823634147644, 1.860578179359436, -0.1593000888824463, 1.61781907081604, -0.5310042500495911, -3.965365171432495, -0.936976432800293, 0.7874937653541565, -2.500312566757202, 3.0768027305603027, 1.1292731761932373, -0.48337697982788086, 2.170689821243286, -0.24237585067749023, 3.0261688232421875, 2.471916913986206, 0.6248270273208618, 1.8646281957626343, 1.8191211223602295, 4.2227935791015625, 0.17364627122879028, -1.1842225790023804, -1.3440501689910889, 0.7179358005523682, -1.2642635107040405, -2.4943642616271973, 1.796091914176941, -1.5049676895141602, -0.33452337980270386, 3.818485736846924, -3.2278754711151123, 0.6291958093643188, -2.3913002014160156, -0.4496990442276001, -0.8010809421539307, 0.8823522329330444, -1.2078020572662354, -0.5669255256652832, 0.9806194305419922, 0.333962082862854, 0.941128134727478, 2.435263156890869, -0.1340337097644806, -1.1223615407943726, -0.43274182081222534, 0.6619745492935181, -1.7757545709609985, 2.1071741580963135, -1.592667579650879, 1.4525145292282104, -3.1233949661254883, -1.8517117500305176, -1.9122284650802612, -0.3354707956314087, -1.3364758491516113, 0.6855473518371582, -0.20575961470603943, -0.6149264574050903, -1.4262964725494385, 0.5166237354278564, -1.2398548126220703, 0.9765512347221375, -0.2163061797618866, 0.15859925746917725, -0.3652322292327881, -1.9619405269622803, -1.9674437046051025, -0.1608494073152542, -1.7413629293441772, -1.1215702295303345, 0.17081975936889648, -2.468468189239502, -3.8017795085906982, 1.6245253086090088, 0.0598737895488739, 1.6852208375930786, -1.4740006923675537, 0.6317576169967651, 2.4797000885009766, -0.3168950080871582, 1.1941819190979004, 1.2243198156356812, -2.102358341217041, -1.0325785875320435, -0.5508798360824585, 0.2614239752292633, 0.09718263149261475, -0.4234895706176758, 0.60371333360672, 1.522446870803833, -2.260317802429199, 1.9703681468963623, 1.6581658124923706, 1.1877381801605225, -0.08258005231618881, 0.45499661564826965, 0.05982014536857605, 0.8508650064468384, 1.3049535751342773, -1.3981550931930542, -2.4288315773010254, -0.5258513689041138, 1.7874481678009033]"
2,02:57.2,"[0, 164, 438, 479]",0.887,"[2.698453426361084, -1.5072113275527954, 2.7448134422302246, 3.1844074726104736, -0.6506343483924866, -2.9450368881225586, 1.9477033615112305, -3.639397144317627, -3.0128588676452637, 1.225944995880127, -3.6299586296081543, 2.1365857124328613, 0.6817552447319031, 0.3931538462638855, -3.9056501388549805, -2.3842673301696777, -0.6207181215286255, -3.8791794776916504, -0.30895209312438965, 0.21455484628677368, 1.507660984992981, 2.2247214317321777, 1.1176385879516602, 0.7287063598632812, -0.6235990524291992, -0.5112254023551941, -0.6766130924224854, 3.9645156860351562, 2.4358701705932617, 2.2702550888061523, -2.7393851280212402, -2.376336097717285, -0.11502677202224731, 1.49373459815979, -2.372892379760742, 0.7191946506500244, 4.855892181396484, 1.2040785551071167, 0.286655068397522, 7.112379550933838, 1.098334550857544, -2.7351715564727783, 0.08994030952453613, 0.9487794637680054, -2.0475800037384033, 1.9906630516052246, 0.6499710083007812, -1.023741364479065, 0.5073902010917664, -1.8996713161468506, 1.1182037591934204, -1.2576502561569214, -2.762688159942627, -1.06513512134552, 0.4810776114463806, 2.708028793334961, 0.6655172109603882, -0.6144688725471497, -0.3377988636493683, 1.033477783203125, 0.34735816717147827, 2.106895923614502, 1.43316650390625, -0.781028151512146, 3.5179076194763184, -0.56251460313797, -2.1628713607788086, -2.876138210296631, -3.215726137161255, -2.2993433475494385, -0.013264447450637817, -0.013294458389282227, 0.8252139091491699, -0.02886521816253662, -0.9851512312889099, -0.12019836902618408, 2.754713296890259, 2.7792184352874756, 1.5901167392730713, -1.8990440368652344, -2.450242042541504, 0.32553696632385254, 0.0939972996711731, -3.2444286346435547, 2.81684947013855, 3.5110998153686523, 1.5235874652862549, 1.1213557720184326, 1.4623496532440186, -1.2793797254562378, 1.2887951135635376, -0.6716028451919556, 1.9465360641479492, 2.3597970008850098, -1.5112025737762451, 1.4849603176116943, -1.3983259201049805, 2.0970075130462646, 3.7724084854125977, -1.692030906677246, -3.3484978675842285, -3.9296958446502686, -4.032171249389648, 1.9161533117294312, -0.8857854604721069, 0.4981812834739685, 0.7038478851318359, 1.5776695013046265, -4.243750095367432, -0.7307565808296204, 0.6928592324256897, 0.7949008345603943, -0.3111952543258667, -1.6483930349349976, 2.403696060180664, 1.5888657569885254, -3.211970806121826, -0.18427419662475586, -3.7925994396209717, -1.8529359102249146, -0.22989219427108765, 0.2958585023880005, -0.8356378078460693, -1.0143365859985352, -4.199711322784424, 2.8446054458618164, 2.2010581493377686, -1.2611966133117676, -1.8507472276687622, -0.0163038969039917, -1.648303508758545, -0.5470290184020996, 0.061757564544677734, -1.0907485485076904, -0.04465758800506592, -2.977627992630005, 1.1246205568313599, 0.388824462890625, 1.879918098449707, 1.492173433303833, 0.877015233039856, 2.995969772338867, 1.3898422718048096, 0.9186173677444458, -1.2251536846160889, 1.6236028671264648, -3.556675434112549, -4.521441459655762, -2.479768753051758, 3.0995068550109863, -0.6996279954910278, 0.0328829288482666, 0.048917531967163086, -0.43181025981903076, -1.5624351501464844, -1.1055006980895996, 1.9054796695709229, -2.827261209487915, -0.39915651082992554, 0.2688605785369873, 3.993175506591797, -1.7217967510223389, -0.33752650022506714, -3.8338499069213867, 1.801936388015747, 0.2815595269203186, -0.7232362031936646, -0.5638620853424072, -0.5687020421028137, 0.45095157623291016, 3.316131591796875, 2.9926531314849854, -1.4373362064361572, 2.148808002471924, -1.2994221448898315, 2.5964906215667725, -0.577987551689148, 1.138615369796753, -2.2196779251098633, -5.132173538208008, 1.4437682628631592, -0.045656561851501465, -0.47257423400878906, 1.8502626419067383, -0.9544594287872314, -1.6814981698989868, 6.206045627593994, 2.303340196609497, -1.8521664142608643, 0.15067976713180542, 2.161411762237549, -2.405696392059326, -2.749113082885742, 0.6813801527023315, -0.8270413875579834, -0.19800853729248047, 0.3844706416130066, -2.1600189208984375, -0.3521547317504883, -1.923194408416748, 0.53309166431427, -1.3054908514022827, 0.6134428977966309, -0.13467085361480713, 4.856115341186523, -0.09674297273159027, 0.6008309125900269, -2.671107769012451, 1.589236855506897, -2.2194929122924805, -1.25153648853302, -0.4635195732116699, -2.7005317211151123, -3.02645206451416, -5.031359672546387, 4.9146952629089355, 0.9214768409729004, 1.2066149711608887, 0.3729825019836426, -1.899311900138855, -2.7813754081726074, -2.136680841445923, 0.30119067430496216, -0.07348811626434326, 1.3701395988464355, 1.899260401725769, -0.6395532488822937, -2.865126371383667, -3.3200602531433105, 1.9614731073379517, -0.8431198596954346, 3.414651870727539, 0.6998580694198608, -4.672671318054199, 4.294175148010254, -0.37293362617492676, -0.04067087173461914, -0.8370212316513062, 1.4536190032958984, 1.9931764602661133, 0.04941582679748535, -2.8520405292510986, -1.5851296186447144, -4.028233528137207, 1.5745623111724854, -0.019917607307434082, -4.0326247215271, -0.7943990230560303, 0.9632490873336792, 3.7641220092773438, 1.1258256435394287, 2.826625108718872, 4.915741920471191, 1.563833475112915, 0.0013196468353271484, 2.236694812774658, 1.9515085220336914, 2.6666371822357178, 0.5301332473754883, 2.302982807159424, 3.5843799114227295, 2.568059206008911, -2.5254976749420166, 1.9078271389007568, -1.6982513666152954, -1.0021743774414062, 4.269588470458984, -2.202038049697876, 0.5614544153213501, -1.0033347606658936, -4.302901268005371, 2.5416407585144043, 3.90222430229187, -2.6370716094970703, -0.1892545223236084, 2.746549129486084, 2.6446800231933594, 2.606322765350342, 2.3663835525512695, -0.4898119568824768, -1.9637796878814697, -0.7063066959381104, -0.708363950252533, -0.03688329458236694, -1.203197717666626, 3.24090576171875, 0.20705649256706238, 4.316557884216309, 1.1291451454162598, -1.0983980894088745, -0.8721504211425781, -6.817691802978516, -1.8099409341812134, -0.7349715232849121, 1.2575182914733887, 1.6767098903656006, 0.8665566444396973, -2.318098306655884, 0.24898290634155273, -1.1246460676193237, 1.004418969154358, -1.9142873287200928, 2.742825508117676, -1.2770066261291504, 2.6303212642669678, -1.7905470132827759, 2.1944587230682373, 0.4765596389770508, -0.34878242015838623, 0.9877021312713623, -1.255547046661377, -1.5556633472442627, 3.663079261779785, -0.6609463691711426, -1.5456451177597046, 1.02930748462677, 0.9816914796829224, -0.784217894077301, 0.5796987414360046, 0.23941105604171753, 4.434913158416748, -2.477835178375244, 0.9428980350494385, 1.455313801765442, -3.159376621246338, -2.753032684326172, -1.5783923864364624, -1.1310955286026, 1.2798268795013428, -0.56915283203125, -4.677694797515869, 2.6361637115478516, -0.7835578918457031, 1.9850006103515625, 1.1809982061386108, 3.9733505249023438, -2.735682725906372, 0.8059011697769165, -0.26127445697784424, 0.16524648666381836, -3.006593704223633, 0.45553821325302124, -0.5798102617263794, 0.9013888835906982, 0.27454280853271484, 0.8733229041099548, 3.8177056312561035, 0.7590738534927368, 1.2915771007537842, 2.35225248336792, 1.0943717956542969, 0.6946536302566528, -1.765296220779419, -0.5052063465118408, 0.3817001283168793, 1.2333948612213135, -0.6832627058029175, 1.5089479684829712, 1.097330927848816, -1.4649767875671387, -2.528315305709839, -2.084146499633789, -0.7571889758110046, 1.0790929794311523, -4.559802532196045, 0.9462333917617798, 1.7505784034729004, -1.7225651741027832, -1.7907744646072388, 2.1569740772247314, 0.180457204580307, -1.392985224723816, -2.5881080627441406, 4.521195411682129, -0.1821427345275879, -0.39789700508117676, 1.0678293704986572, 3.279477119445801, -0.14479386806488037, -1.8851323127746582, -1.5741305351257324, -2.667428970336914, 2.312798023223877, 0.4578491151332855, 1.2259066104888916, 0.7393310070037842, -0.040036559104919434, -3.242770195007324, 3.5025532245635986, -0.3735675811767578, 1.0113636255264282, -2.2111759185791016, 0.634340763092041, 0.8594539165496826, 1.2180529832839966, -1.9068567752838135, -2.104193925857544, -3.7219862937927246, 0.3748476505279541, 2.6064157485961914, -1.4353715181350708, -3.4548721313476562, 3.165276288986206, -2.0247035026550293, 2.7256436347961426, -3.645552158355713, -2.5690839290618896, 3.144239664077759, 0.3524213433265686, -1.284084677696228, 3.070970296859741, -1.0012340545654297, 1.345966100692749, 0.19954174757003784, -4.478415489196777, -2.066488265991211, 1.2816189527511597, -5.079951286315918, 4.425613880157471, 1.2768522500991821, -1.4241786003112793, 0.4248502552509308, 0.9138780832290649, 3.143357753753662, 2.8743739128112793, 2.3684091567993164, 1.7268134355545044, 1.838945746421814, 4.591660022735596, -0.5551124215126038, -0.5984638929367065, -1.6548776626586914, -0.44359809160232544, -0.08307141065597534, -2.461090564727783, 0.6571241021156311, 0.30312013626098633, 1.3026949167251587, 3.2766082286834717, -1.4003517627716064, -0.08940380811691284, -2.606557846069336, -2.11711049079895, -1.1366472244262695, -1.1584962606430054, -0.6189854145050049, -1.393636703491211, 0.840193510055542, 2.3434269428253174, 2.418449640274048, 3.300556182861328, -0.22215187549591064, 2.12130069732666, -1.199181318283081, 1.965991735458374, -0.9418636560440063, 1.3551208972930908, -1.2124714851379395, -0.36012721061706543, -1.3278172016143799, -1.8320343494415283, -2.5882222652435303, -1.0729234218597412, 0.898978054523468, 1.5046004056930542, -0.11445510387420654, -1.2824323177337646, -3.8354530334472656, -0.09634959697723389, -3.9350924491882324, 1.2553205490112305, -1.8626878261566162, 0.4254331588745117, -0.963742196559906, -1.3565843105316162, -0.9141733646392822, 0.7269439101219177, -0.055242955684661865, -0.05332377552986145, 2.524855613708496, -2.930492877960205, -4.528317451477051, 0.0054340362548828125, 1.2327027320861816, 2.552626132965088, -0.3071787357330322, -0.23433184623718262, 0.20582109689712524, -2.538464307785034, 0.31970375776290894, 0.7340692281723022, -3.542419910430908, -1.9131567478179932, 0.035378217697143555, 1.303492784500122, -2.440371513366699, -0.3340740203857422, 1.0529203414916992, 0.22756874561309814, -2.899233341217041, 1.4094833135604858, 2.148426055908203, 0.9069743156433105, 0.13355129957199097, -0.7396293878555298, 0.8617663383483887, 1.6513452529907227, 0.1587316393852234, -1.764746069908142, -1.8434343338012695, 0.9038565158843994, 2.262788772583008]"
